period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,ND,North Dakota,.7,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NE,Nebraska,3.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NH,New Hampshire,5.8,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NJ,New Jersey,36,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NM,New Mexico,4.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NV,Nevada,9.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,NY,New York,81.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,OH,Ohio,21.1,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,OK,Oklahoma,29.1,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,OR,Oregon,25.4,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,PA,Pennsylvania,34.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,RI,Rhode Island,4.5,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,SC,South Carolina,7.9,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,SD,South Dakota,1.1,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,TN,Tennessee,9.7,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,TX,Texas,48.7,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,US,United States,1151.2,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,UT,Utah,11.4,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,VA,Virginia,23.6,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,VT,Vermont,5,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,WA,Washington,36.3,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,WI,Wisconsin,11,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,WV,West Virginia,1.6,Thousands of registered vehicles
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,WY,Wyoming,.7,Thousands of registered vehicles
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,AK,Alaska,2,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,AL,Alabama,10,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,AR,Arkansas,5,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,AZ,Arizona,45,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CA,California,670,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,61,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CT,Connecticut,29,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,DC,District of Columbia,6,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,DE,Delaware,6,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,FL,Florida,96,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,GA,Georgia,36,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,HI,Hawaii,11,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,IA,Iowa,12,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,ID,Idaho,9,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,IL,Illinois,64,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,IN,Indiana,23,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,KS,Kansas,10,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,KY,Kentucky,10,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,LA,Louisiana,6,Million kilowatthours
2023,BDTXP,Biodiesel total end-use consumption,MO,Missouri,802,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,CT,Connecticut,609,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,DC,District of Columbia,8,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,DE,Delaware,36,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,FL,Florida,1008,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,GA,Georgia,668,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,HI,Hawaii,67,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,IA,Iowa,1020,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,ID,Idaho,43,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,IL,Illinois,1970,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,IN,Indiana,655,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,KS,Kansas,369,Thousand barrels
2023,BDXUP,Biodiesel product supplied portion to the end-use sectors,KY,Kentucky,464,Thousand barrels
2023,BDTXP,Biodiesel total end-use consumption,CO,Colorado,107,Thousand barrels
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,MI,Michigan,0,Billion Btu
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,MN,Minnesota,0,Billion Btu
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MA,Massachusetts,71,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MD,Maryland,48,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,ME,Maine,13,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MI,Michigan,59,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MN,Minnesota,31,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MO,Missouri,29,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MS,Mississippi,4,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,MT,Montana,5,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NC,North Carolina,41,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,ND,North Dakota,2,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NE,Nebraska,8,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NH,New Hampshire,11,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NJ,New Jersey,60,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NM,New Mexico,9,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NV,Nevada,19,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,NY,New York,133,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,OH,Ohio,44,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,OK,Oklahoma,35,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,OR,Oregon,49,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,PA,Pennsylvania,58,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,RI,Rhode Island,8,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,SC,South Carolina,15,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,SD,South Dakota,3,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,TN,Tennessee,21,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,TX,Texas,91,Million kilowatthours
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,US,United States,2151,Million kilowatthours
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,KY,Kentucky,1290,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,LA,Louisiana,959,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MA,Massachusetts,1981,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MD,Maryland,1429,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,ME,Maine,2725,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MI,Michigan,5305,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MN,Minnesota,6749,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MO,Missouri,3038,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MS,Mississippi,728,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,MT,Montana,4590,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NC,North Carolina,9197,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,ND,North Dakota,4840,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NE,Nebraska,3854,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NH,New Hampshire,947,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NJ,New Jersey,1376,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NM,New Mexico,5635,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NV,Nevada,5903,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,NY,New York,9482,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,OH,Ohio,3090,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,OK,Oklahoma,13210,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,OR,Oregon,13665,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,PA,Pennsylvania,3595,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,RI,Rhode Island,505,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,SC,South Carolina,3317,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,SD,South Dakota,4849,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,WI,Wisconsin,3216,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,WV,West Virginia,1199,Thousand kilowatts
2023,BDCCB,Biodiesel consumed by the commercial sector,MI,Michigan,0,Billion Btu
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,WY,Wyoming,3505,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,TN,Tennessee,3366,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,TX,Texas,56402,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,US,United States,333960,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,UT,Utah,2367,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,VA,Virginia,5333,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,VT,Vermont,709,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,WA,Washington,25350,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,AK,Alaska,550,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,AL,Alabama,4510,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,AR,Arkansas,2310,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,AZ,Arizona,7252,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,CA,California,39289,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,CO,Colorado,8229,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,CT,Connecticut,551,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,DC,District of Columbia,32,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,DE,Delaware,106,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,FL,Florida,8847,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,GA,Georgia,7175,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,HI,Hawaii,855,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,IA,Iowa,13296,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,ID,Idaho,4096,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,IL,Illinois,9211,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,IN,Indiana,4849,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,KS,Kansas,9099,Thousand kilowatts
2023,SHCAS,Solar thermal generating units capacity factor,AK,Alaska,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,AL,Alabama,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,AR,Arkansas,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,AZ,Arizona,29.9,Percent
2023,SHCAS,Solar thermal generating units capacity factor,CA,California,21.8,Percent
2023,SHCAS,Solar thermal generating units capacity factor,CO,Colorado,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,CT,Connecticut,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,SD,South Dakota,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,TN,Tennessee,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,TX,Texas,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,US,United States,22.1,Percent
2023,SHCAS,Solar thermal generating units capacity factor,UT,Utah,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,VA,Virginia,0,Percent
2023,SHCAS,Solar thermal generating units capacity factor,VT,Vermont,0,Percent
2023,EVCHP,Total electric vehicle charging locations,MA,Massachusetts,3153,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,NY,New York,3956,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,OH,Ohio,1306,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,OK,Oklahoma,282,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,OR,Oregon,1098,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,PA,Pennsylvania,1530,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,RI,Rhode Island,297,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,SC,South Carolina,370,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,SD,South Dakota,85,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,TN,Tennessee,758,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,TX,Texas,3100,Number
2023,EVNTP,Electric vehicle charging locations with networked ports only,US,United States,58606,Number
2023,EVCHN,Total charging ports for electric vehicles,VT,Vermont,1080,Number
2023,EVCHN,Total charging ports for electric vehicles,WA,Washington,6781,Number
2023,EVCHN,Total charging ports for electric vehicles,WI,Wisconsin,1533,Number
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,OK,Oklahoma,0,Billion Btu
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,OR,Oregon,0,Billion Btu
2023,EVCHN,Total charging ports for electric vehicles,WV,West Virginia,480,Number
2023,EVCHN,Total charging ports for electric vehicles,WY,Wyoming,265,Number
2023,EVCHP,Total electric vehicle charging locations,AK,Alaska,69,Number
2023,EVCHP,Total electric vehicle charging locations,AL,Alabama,435,Number
2023,EVCHP,Total electric vehicle charging locations,AR,Arkansas,355,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,CA,California,806,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,CO,Colorado,98,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,CT,Connecticut,100,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,DC,District of Columbia,41,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,DE,Delaware,12,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,FL,Florida,146,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,GA,Georgia,50,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,HI,Hawaii,15,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,IA,Iowa,15,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,ID,Idaho,30,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,IL,Illinois,65,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,IN,Indiana,38,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,KS,Kansas,17,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,KY,Kentucky,14,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,LA,Louisiana,24,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,MA,Massachusetts,134,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,MD,Maryland,106,Number
2023,EVPVP,Electric vehicle charging locations with private ports only,ME,Maine,16,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,MO,Missouri,4,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,MS,Mississippi,0,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,MT,Montana,3,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NC,North Carolina,12,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,ND,North Dakota,0,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NE,Nebraska,0,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NH,New Hampshire,3,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NJ,New Jersey,7,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NM,New Mexico,0,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NV,Nevada,4,Number
2023,EVNNP,Electric vehicle charging locations with both networked and non-networked ports,NY,New York,23,Number
2023,BDCBB,Biodiesel refinery and blender net inputs portion to the commercial sector,PA,Pennsylvania,0,Billion Btu
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,RI,Rhode Island,0,Million Btu per barrel
2023,BDCCP,Biodiesel consumed by the commercial sector,NV,Nevada,0,Thousand barrels
2023,BDCCP,Biodiesel consumed by the commercial sector,AK,Alaska,0,Thousand barrels
2023,BDCCB,Biodiesel consumed by the commercial sector,CA,California,0,Billion Btu
2023,TEICE,Total energy CO2 emissions for the industrial sector,MT,Montana,4.4,Million metric tons CO2
2023,TECCE,Total energy CO2 emissions for the commercial sector,TN,Tennessee,3.9,Million metric tons CO2
2023,TECCE,Total energy CO2 emissions for the commercial sector,PA,Pennsylvania,11.4,Million metric tons CO2
2023,FFACE,Fossil fuel CO2 emissions for the transportation sector,KS,Kansas,18.5,Million metric tons CO2
2023,NNCCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the commercial sector",OH,Ohio,9.4,Million metric tons CO2
2023,CLRCE,Coal CO2 emissions for the residential sector (through 2008),RI,Rhode Island,0,Million metric tons CO2
2023,TERCE,Total energy CO2 emissions for the residential sector,FL,Florida,1.4,Million metric tons CO2
2023,FFRCE,Fossil fuel CO2 emissions for the residential sector,WY,Wyoming,1,Million metric tons CO2
2023,TETCE,Total energy CO2 emissions for all sectors,LA,Louisiana,183.8,Million metric tons CO2
2023,FFCCE,Fossil fuel CO2 emissions for the commercial sector,AK,Alaska,2.3,Million metric tons CO2
2023,FFTCE,Fossil fuel CO2 emissions for all sectors,RI,Rhode Island,11.1,Million metric tons CO2
2023,CLACE,Coal CO2 emissions for the transportation sector (through 1977),OR,Oregon,0,Million metric tons CO2
2023,FFTCE,Fossil fuel CO2 emissions for all sectors,NV,Nevada,39.3,Million metric tons CO2
2023,CDTPR,Per capita energy-related CO2 emissions,AZ,Arizona,11.1,Metric tons CO2
2023,CLICE,Coal CO2 emissions for the industrial sector,US,United States,85.4,Million metric tons CO2
2023,FFICE,Fossil fuel CO2 emissions for the industrial sector,ME,Maine,1.4,Million metric tons CO2
2023,CLEIE,Coal CO2 emissions for the electric power sector,OK,Oklahoma,5.8,Million metric tons CO2
2023,NNRCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the residential sector",GA,Georgia,6.6,Million metric tons CO2
2023,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NH,New Hampshire,10.2,Million metric tons CO2  
2023,CLEIE,Coal CO2 emissions for the electric power sector,OH,Ohio,30.4,Million metric tons CO2
2023,PMACE,"Total petroleum, excluding biofuels, CO2 emissions for the transportation sector",KY,Kentucky,32.2,Million metric tons CO2
2023,CDTPR,Per capita energy-related CO2 emissions,MO,Missouri,16.4,Metric tons CO2
2023,NNICE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the industrial sector",AK,Alaska,19.5,Million metric tons CO2
2023,CLEIE,Coal CO2 emissions for the electric power sector,MD,Maryland,2.1,Million metric tons CO2
2023,NNRCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the residential sector",ME,Maine,.2,Million metric tons CO2
2023,NNEIE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the electric power sector",UT,Utah,4.8,Million metric tons CO2
2023,FFICE,Fossil fuel CO2 emissions for the industrial sector,WA,Washington,10.9,Million metric tons CO2
2023,FFTCE,Fossil fuel CO2 emissions for all sectors,US,United States,4785.6,Million metric tons CO2
2023,PMRCE,"Total petroleum, excluding biofuels, CO2 emissions for the residential sector",ND,North Dakota,.5,Million metric tons CO2
2023,FFEIE,Fossil fuel CO2 emissions for the electric power sector,ND,North Dakota,26.1,Million metric tons CO2
2023,CLICE,Coal CO2 emissions for the industrial sector,PA,Pennsylvania,14.3,Million metric tons CO2
2023,FFTCE,Fossil fuel CO2 emissions for all sectors,NE,Nebraska,45.6,Million metric tons CO2
2023,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",KY,Kentucky,39.4,Million metric tons CO2  
2023,TEEIE,Total energy CO2 emissions for the electric power sector,IA,Iowa,19.3,Million metric tons CO2
2023,TEICE,Total energy CO2 emissions for the industrial sector,GA,Georgia,12,Million metric tons CO2
2023,NNRCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the residential sector",TX,Texas,10.8,Million metric tons CO2
2023,TETCE,Total energy CO2 emissions for all sectors,SC,South Carolina,68.8,Million metric tons CO2
2023,TERCE,Total energy CO2 emissions for the residential sector,RI,Rhode Island,2,Million metric tons CO2
2023,TEEIE,Total energy CO2 emissions for the electric power sector,WA,Washington,12.4,Million metric tons CO2
2023,FFCCE,Fossil fuel CO2 emissions for the commercial sector,SC,South Carolina,2.2,Million metric tons CO2
2023,CLEIE,Coal CO2 emissions for the electric power sector,WV,West Virginia,44.7,Million metric tons CO2
2023,NNACE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for the transportation sector",OK,Oklahoma,2.6,Million metric tons CO2
2023,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",DE,Delaware,4.4,Million metric tons CO2
2023,ESICD,Electricity price in the industrial sector,NC,North Carolina,20.94,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,ND,North Dakota,21.6,Dollars per million Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,RI,Rhode Island,629,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,SC,South Carolina,25110,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,SD,South Dakota,3227,Million kilowatthours
2023,ESICV,Electricity expenditures in the industrial sector,NY,New York,1042.2,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,VA,Virginia,51781,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,VT,Vermont,4381,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,WA,Washington,63083,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,WI,Wisconsin,78616,Billion Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,NY,New York,15174,Million kilowatthours
2023,ESICV,Electricity expenditures in the industrial sector,WA,Washington,1173.5,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,WI,Wisconsin,1999.1,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,WV,West Virginia,1058.2,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,WY,Wyoming,583.5,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,IN,Indiana,3276.2,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,ND,North Dakota,41136,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NE,Nebraska,39716,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NH,New Hampshire,6571,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NJ,New Jersey,18499,Billion Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,TN,Tennessee,22601,Million kilowatthours
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,AL,Alabama,105510,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,AR,Arkansas,62627,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,AZ,Arizona,48780,Billion Btu
